R package version: 0.0-43
Treatment: 30
Medium: SDM_rhlk_CTGNH
Screen ID: QFA0132
Screen name: lyp1_HLN
Libraries: SDLV4_384
Client: DAL
User: AAB
PI: DAL
Date: 2014/07/18
Fitness definition: nAUC
Condition: SDM_rhlk_CTGNH
#########################################################
Gene	ORF	MedianFit	MeanFit	VarianceFit	NumRepeats	SEFit
VPS8	YAL002W	0.303166853781769	0.306224952481528	0.00273124724930371	8	0.0184771725694968
EFB1	YAL003W	0.281632542230381	0.268215300106799	0.00384736119435699	8	0.0219298916845165
YAL004W	YAL004W	0.354099489211194	0.355833110623816	0.00170687069620267	8	0.0146068078999257
SSA1	YAL005C	0.317022768765134	0.31267521316976	0.00343972468419541	8	0.0207356115300327
ERP2	YAL007C	0.338475533753886	0.345534386959418	0.00467520177825397	8	0.0241743711868943
FUN14	YAL008W	0.294387204869976	0.310770948025547	0.00442081057165611	8	0.0235074737361762
MDM10	YAL010C	0.15811366627846	0.161751158975546	0.000449770623235708	8	0.00749808828332019
SWC3	YAL011W	0.330252531449607	0.312712308453946	0.00447569091571952	8	0.0236529356415845
DEP1	YAL013W	0.291017986635761	0.289304780411451	0.00210143193179876	8	0.0162073746015462
SYN8	YAL014C	0.325911129156807	0.33787293401429	0.00236710429714789	8	0.0172013963719079
NTG1	YAL015C	0.336915020666449	0.347541462197323	0.0032560970906562	8	0.0201745417874118
PSK1	YAL017W	0.338182199340166	0.31769660231293	0.00291783918211876	8	0.0190979029677304
LDS1	YAL018C	0.32909218335583	0.308626146921115	0.00950329815617262	8	0.0344661031960617
FUN30	YAL019W	0.302489068453575	0.317891846171205	0.00468616917323355	8	0.0242027094899351
ATS1	YAL020C	0.288426213752611	0.289163900869522	0.000857515706435192	8	0.0103532344368511
FUN26	YAL022C	0.361516204291175	0.349528387839183	0.0047501832727491	8	0.0243674559421708
PMT2	YAL023C	0.32542157186781	0.320452352913445	0.00127319918518526	8	0.012615462660884
LTE1	YAL024C	0.314568453257042	0.31792406423069	0.000780643031983438	8	0.00987827813932822
MAK16	YAL025C	0.35245845028547	0.353589291425154	0.00336645467290099	8	0.0205135768239628
DRS2	YAL026C	0.207083753335173	0.22510955805944	0.00411633699554138	8	0.0226835209886532
SAW1	YAL027W	0.294754243368765	0.309510093226333	0.00491469402479997	8	0.0247858175798176
FRT2	YAL028W	0.316750248073702	0.322130508732087	0.00418522254310859	8	0.0228725341378819
MYO4	YAL029C	0.323613928790202	0.289758014892645	0.00377960721903793	8	0.0217359357373852
SNC1	YAL030W	0.271303451036047	0.246121101427627	0.00258925875099288	8	0.0179904792563764
GIP4	YAL031C	0.307600781203213	0.316666060805942	0.00251739713367664	8	0.0177390710497923
PRP45	YAL032C	0.259602016121947	0.270644078806632	0.00341777047613047	8	0.0206693325851685
POP5	YAL033W	0.285019441232668	0.27548436326465	0.00478571137071137	8	0.0244584120772163
FUN19	YAL034C	0.3395879858701	0.335186110231725	0.00268845367626829	8	0.0183318495939045
MTW1	YAL034W-A	0.331822655368696	0.328680406995926	0.00323515852341064	8	0.0201095702446952
RBG1	YAL036C	0.316827698179632	0.335346348134902	0.00391622145713975	8	0.0221252724761181
